"well","time_point","row","plate_column","mean_pixel_value","med_pixel_value","max_pixel_value","total_pixel_value","num_pixels","num_saturated","six_well_position","name","spot_inducer","spot_concentration_mM","distance_spot"
"A12",0,"A",12,0.0267701525054466,0.0274509803921569,0.0313725490196078,3.85490196078432,144,0,"A2","ZBD","IPTG",5,13.5
"A12",1,"A",12,0.026062091503268,0.0274509803921569,0.0313725490196078,3.75294117647059,144,0,"A2","ZBD","IPTG",5,13.5
"A12",2,"A",12,0.0265522875816994,0.0274509803921569,0.0313725490196078,3.82352941176471,144,0,"A2","ZBD","IPTG",5,13.5
"A12",3,"A",12,0.0264978213507626,0.0274509803921569,0.0313725490196078,3.81568627450981,144,0,"A2","ZBD","IPTG",5,13.5
"A12",4,"A",12,0.0259531590413944,0.0274509803921569,0.0313725490196078,3.73725490196079,144,0,"A2","ZBD","IPTG",5,13.5
"A12",5,"A",12,0.0256808278867103,0.0274509803921569,0.0313725490196078,3.69803921568628,144,0,"A2","ZBD","IPTG",5,13.5
"A12",6,"A",12,0.025925925925926,0.0274509803921569,0.0313725490196078,3.73333333333334,144,0,"A2","ZBD","IPTG",5,13.5
"A12",7,"A",12,0.0259259259259259,0.0274509803921569,0.0313725490196078,3.73333333333334,144,0,"A2","ZBD","IPTG",5,13.5
"A12",8,"A",12,0.026062091503268,0.0274509803921569,0.0313725490196078,3.75294117647059,144,0,"A2","ZBD","IPTG",5,13.5
"A12",9,"A",12,0.0257080610021787,0.0274509803921569,0.0313725490196078,3.70196078431373,144,0,"A2","ZBD","IPTG",5,13.5
"A12",10,"A",12,0.0258986928104575,0.0274509803921569,0.0313725490196078,3.72941176470589,144,0,"A2","ZBD","IPTG",5,13.5
"A12",11,"A",12,0.0261710239651416,0.0274509803921569,0.0313725490196078,3.7686274509804,144,0,"A2","ZBD","IPTG",5,13.5
"A12",12,"A",12,0.0257625272331155,0.0274509803921569,0.0313725490196078,3.70980392156863,144,0,"A2","ZBD","IPTG",5,13.5
"A12",13,"A",12,0.0260076252723312,0.0274509803921569,0.0313725490196078,3.74509803921569,144,0,"A2","ZBD","IPTG",5,13.5
"A12",14,"A",12,0.0261437908496732,0.0274509803921569,0.0313725490196078,3.76470588235294,144,0,"A2","ZBD","IPTG",5,13.5
"A12",15,"A",12,0.0263071895424837,0.0274509803921569,0.0313725490196078,3.78823529411765,144,0,"A2","ZBD","IPTG",5,13.5
"A12",16,"A",12,0.0257897603485839,0.0274509803921569,0.0313725490196078,3.71372549019608,144,0,"A2","ZBD","IPTG",5,13.5
"A12",17,"A",12,0.0258169934640523,0.0274509803921569,0.0313725490196078,3.71764705882353,144,0,"A2","ZBD","IPTG",5,13.5
"A12",18,"A",12,0.0257897603485839,0.0274509803921569,0.0313725490196078,3.71372549019608,144,0,"A2","ZBD","IPTG",5,13.5
"A12",19,"A",12,0.0261710239651416,0.0274509803921569,0.0313725490196078,3.7686274509804,144,0,"A2","ZBD","IPTG",5,13.5
"A12",20,"A",12,0.0257897603485839,0.0274509803921569,0.0313725490196078,3.71372549019608,144,0,"A2","ZBD","IPTG",5,13.5
"A12",21,"A",12,0.0258714596949891,0.0274509803921569,0.0313725490196078,3.72549019607844,144,0,"A2","ZBD","IPTG",5,13.5
"A12",22,"A",12,0.0262799564270153,0.0274509803921569,0.0313725490196078,3.7843137254902,144,0,"A2","ZBD","IPTG",5,13.5
"A12",23,"A",12,0.0263888888888889,0.0274509803921569,0.0313725490196078,3.8,144,0,"A2","ZBD","IPTG",5,13.5
"A12",24,"A",12,0.0263344226579521,0.0274509803921569,0.0313725490196078,3.7921568627451,144,0,"A2","ZBD","IPTG",5,13.5
"A12",25,"A",12,0.0262799564270153,0.0274509803921569,0.0313725490196078,3.7843137254902,144,0,"A2","ZBD","IPTG",5,13.5
"A12",26,"A",12,0.0264705882352941,0.0274509803921569,0.0313725490196078,3.81176470588236,144,0,"A2","ZBD","IPTG",5,13.5
"A12",27,"A",12,0.0268246187363835,0.0274509803921569,0.0313725490196078,3.86274509803922,144,0,"A2","ZBD","IPTG",5,13.5
"A12",28,"A",12,0.0273148148148148,0.0274509803921569,0.0313725490196078,3.93333333333334,144,0,"A2","ZBD","IPTG",5,13.5
"A12",29,"A",12,0.0269880174291939,0.0274509803921569,0.0313725490196078,3.88627450980393,144,0,"A2","ZBD","IPTG",5,13.5
"A12",30,"A",12,0.0273692810457517,0.0274509803921569,0.0313725490196078,3.94117647058824,144,0,"A2","ZBD","IPTG",5,13.5
"A12",31,"A",12,0.027260348583878,0.0274509803921569,0.0313725490196078,3.92549019607843,144,0,"A2","ZBD","IPTG",5,13.5
"A12",32,"A",12,0.0275599128540305,0.0274509803921569,0.0313725490196078,3.96862745098039,144,0,"A2","ZBD","IPTG",5,13.5
"A12",33,"A",12,0.0282135076252723,0.0274509803921569,0.0352941176470588,4.06274509803922,144,0,"A2","ZBD","IPTG",5,13.5
"A12",34,"A",12,0.0282952069716776,0.0274509803921569,0.0313725490196078,4.07450980392157,144,0,"A2","ZBD","IPTG",5,13.5
"A12",35,"A",12,0.0287581699346405,0.0274509803921569,0.0352941176470588,4.14117647058824,144,0,"A2","ZBD","IPTG",5,13.5
"A12",36,"A",12,0.0293028322440087,0.0274509803921569,0.0352941176470588,4.21960784313726,144,0,"A2","ZBD","IPTG",5,13.5
"A12",37,"A",12,0.0297657952069717,0.0313725490196078,0.0352941176470588,4.28627450980392,144,0,"A2","ZBD","IPTG",5,13.5
