well,time_point,row,plate_column,mean_pixel_value,med_pixel_value,max_pixel_value,total_pixel_value,num_pixels,num_saturated,six_well_position,name,spot_inducer,spot_concentration_mM,distance_spot
A3,59,A,3,0.040985839,0.043137255,0.047058824,5.901960784,144,0,A1,ZG,IPTG,0,13.5
A3,60,A,3,0.041448802,0.043137255,0.047058824,5.968627451,144,0,A1,ZG,IPTG,0,13.5
A3,61,A,3,0.04248366,0.043137255,0.050980392,6.117647059,144,0,A1,ZG,IPTG,0,13.5
B12,0,B,12,0.029684096,0.031372549,0.035294118,4.274509804,144,0,A2,ZG,IPTG,5,9
B12,1,B,12,0.029438998,0.031372549,0.035294118,4.239215686,144,0,A2,ZG,IPTG,5,9
B12,2,B,12,0.0291122,0.02745098,0.031372549,4.192156863,144,0,A2,ZG,IPTG,5,9
B12,3,B,12,0.0291939,0.02745098,0.035294118,4.203921569,144,0,A2,ZG,IPTG,5,9
B12,4,B,12,0.029221133,0.031372549,0.035294118,4.207843137,144,0,A2,ZG,IPTG,5,9
B12,5,B,12,0.029084967,0.02745098,0.035294118,4.188235294,144,0,A2,ZG,IPTG,5,9
B12,6,B,12,0.028976035,0.02745098,0.035294118,4.17254902,144,0,A2,ZG,IPTG,5,9
B12,7,B,12,0.028867102,0.02745098,0.035294118,4.156862745,144,0,A2,ZG,IPTG,5,9
B12,8,B,12,0.028540305,0.02745098,0.035294118,4.109803922,144,0,A2,ZG,IPTG,5,9
B12,9,B,12,0.028812636,0.02745098,0.035294118,4.149019608,144,0,A2,ZG,IPTG,5,9
B12,10,B,12,0.02875817,0.02745098,0.031372549,4.141176471,144,0,A2,ZG,IPTG,5,9
B12,11,B,12,0.028839869,0.02745098,0.035294118,4.152941176,144,0,A2,ZG,IPTG,5,9
B12,12,B,12,0.029330065,0.02745098,0.035294118,4.223529412,144,0,A2,ZG,IPTG,5,9
B12,13,B,12,0.02832244,0.02745098,0.031372549,4.078431373,144,0,A2,ZG,IPTG,5,9
B12,14,B,12,0.028948802,0.02745098,0.035294118,4.168627451,144,0,A2,ZG,IPTG,5,9
B12,15,B,12,0.0291122,0.02745098,0.035294118,4.192156863,144,0,A2,ZG,IPTG,5,9
B12,16,B,12,0.028730937,0.02745098,0.035294118,4.137254902,144,0,A2,ZG,IPTG,5,9
B12,17,B,12,0.029084967,0.02745098,0.035294118,4.188235294,144,0,A2,ZG,IPTG,5,9
B12,18,B,12,0.02962963,0.031372549,0.035294118,4.266666667,144,0,A2,ZG,IPTG,5,9
B12,19,B,12,0.030119826,0.031372549,0.035294118,4.337254902,144,0,A2,ZG,IPTG,5,9
B12,20,B,12,0.03041939,0.031372549,0.035294118,4.380392157,144,0,A2,ZG,IPTG,5,9
B12,21,B,12,0.031862745,0.031372549,0.039215686,4.588235294,144,0,A2,ZG,IPTG,5,9
B12,22,B,12,0.033251634,0.031372549,0.039215686,4.788235294,144,0,A2,ZG,IPTG,5,9
B12,23,B,12,0.034803922,0.035294118,0.039215686,5.011764706,144,0,A2,ZG,IPTG,5,9
B12,24,B,12,0.037418301,0.039215686,0.043137255,5.388235294,144,0,A2,ZG,IPTG,5,9
B12,25,B,12,0.041094771,0.039215686,0.047058824,5.917647059,144,0,A2,ZG,IPTG,5,9
B12,26,B,12,0.045234205,0.043137255,0.054901961,6.51372549,144,0,A2,ZG,IPTG,5,9
B12,27,B,12,0.050081699,0.050980392,0.058823529,7.211764706,144,0,A2,ZG,IPTG,5,9
B12,28,B,12,0.056018519,0.054901961,0.062745098,8.066666667,144,0,A2,ZG,IPTG,5,9
B12,29,B,12,0.063180828,0.062745098,0.074509804,9.098039216,144,0,A2,ZG,IPTG,5,9
B12,30,B,12,0.07045207,0.070588235,0.08627451,10.14509804,144,0,A2,ZG,IPTG,5,9
B12,31,B,12,0.0791122,0.078431373,0.094117647,11.39215686,144,0,A2,ZG,IPTG,5,9
B12,32,B,12,0.087881264,0.08627451,0.105882353,12.65490196,144,0,A2,ZG,IPTG,5,9
B12,33,B,12,0.096704793,0.098039216,0.117647059,13.9254902,144,0,A2,ZG,IPTG,5,9
B12,34,B,12,0.105909586,0.105882353,0.125490196,15.25098039,144,0,A2,ZG,IPTG,5,9
B12,35,B,12,0.115495643,0.11372549,0.141176471,16.63137255,144,0,A2,ZG,IPTG,5,9
B12,36,B,12,0.125408497,0.125490196,0.152941176,18.05882353,144,0,A2,ZG,IPTG,5,9
B12,37,B,12,0.136437908,0.137254902,0.164705882,19.64705882,144,0,A2,ZG,IPTG,5,9
B12,38,B,12,0.146405229,0.145098039,0.176470588,21.08235294,144,0,A2,ZG,IPTG,5,9
B12,39,B,12,0.156862745,0.156862745,0.184313725,22.58823529,144,0,A2,ZG,IPTG,5,9
B12,40,B,12,0.16791939,0.168627451,0.2,24.18039216,144,0,A2,ZG,IPTG,5,9
B12,41,B,12,0.177805011,0.176470588,0.211764706,25.60392157,144,0,A2,ZG,IPTG,5,9
B12,42,B,12,0.188507625,0.188235294,0.22745098,27.14509804,144,0,A2,ZG,IPTG,5,9
B12,43,B,12,0.199319172,0.2,0.239215686,28.70196078,144,0,A2,ZG,IPTG,5,9
B12,44,B,12,0.20874183,0.207843137,0.250980392,30.05882353,144,0,A2,ZG,IPTG,5,9
