"well","time_point","row","plate_column","mean_pixel_value","med_pixel_value","max_pixel_value","total_pixel_value","num_pixels","num_saturated","six_well_position","name","inducer","concentration_uM"
"A12",41,"A",12,0.0316448801742919,0.0313725490196078,0.0352941176470588,4.55686274509804,144,0,"A2","ZBD","IPTG",1
"A12",42,"A",12,0.0324346405228758,0.0313725490196078,0.0352941176470588,4.67058823529411,144,0,"A2","ZBD","IPTG",1
"A12",43,"A",12,0.0331699346405228,0.0313725490196078,0.0392156862745098,4.77647058823529,144,0,"A2","ZBD","IPTG",1
"A12",44,"A",12,0.0337418300653594,0.0352941176470588,0.0392156862745098,4.85882352941176,144,0,"A2","ZBD","IPTG",1
"A12",45,"A",12,0.0338779956427015,0.0352941176470588,0.0392156862745098,4.87843137254902,144,0,"A2","ZBD","IPTG",1
"A12",46,"A",12,0.0348856209150327,0.0352941176470588,0.0392156862745098,5.0235294117647,144,0,"A2","ZBD","IPTG",1
"A12",47,"A",12,0.0352941176470588,0.0352941176470588,0.0431372549019608,5.08235294117647,144,0,"A2","ZBD","IPTG",1
"A12",48,"A",12,0.03630174291939,0.0352941176470588,0.0392156862745098,5.22745098039215,144,0,"A2","ZBD","IPTG",1
"A12",49,"A",12,0.0372004357298475,0.0392156862745098,0.0431372549019608,5.35686274509804,144,0,"A2","ZBD","IPTG",1
"A12",50,"A",12,0.0380718954248366,0.0392156862745098,0.0431372549019608,5.48235294117647,144,0,"A2","ZBD","IPTG",1
"A12",51,"A",12,0.0386710239651416,0.0392156862745098,0.0431372549019608,5.56862745098039,144,0,"A2","ZBD","IPTG",1
"A12",52,"A",12,0.0398692810457516,0.0392156862745098,0.0470588235294118,5.74117647058824,144,0,"A2","ZBD","IPTG",1
"A12",53,"A",12,0.0408769063180828,0.0392156862745098,0.0470588235294118,5.88627450980392,144,0,"A2","ZBD","IPTG",1
"A12",54,"A",12,0.0417483660130719,0.0431372549019608,0.0470588235294118,6.01176470588235,144,0,"A2","ZBD","IPTG",1
"A12",55,"A",12,0.0425108932461874,0.0431372549019608,0.0470588235294118,6.12156862745098,144,0,"A2","ZBD","IPTG",1
"A12",56,"A",12,0.0435457516339869,0.0431372549019608,0.0509803921568627,6.27058823529412,144,0,"A2","ZBD","IPTG",1
"A12",57,"A",12,0.0447167755991286,0.0431372549019608,0.0509803921568627,6.43921568627451,144,0,"A2","ZBD","IPTG",1
"A12",58,"A",12,0.0453703703703704,0.0470588235294118,0.0509803921568627,6.53333333333334,144,0,"A2","ZBD","IPTG",1
"A12",59,"A",12,0.0458061002178649,0.0470588235294118,0.0509803921568627,6.59607843137255,144,0,"A2","ZBD","IPTG",1
"A12",60,"A",12,0.0468681917211329,0.0470588235294118,0.0509803921568627,6.74901960784314,144,0,"A2","ZBD","IPTG",1
"A12",61,"A",12,0.0478213507625272,0.0470588235294118,0.0509803921568627,6.88627450980392,144,0,"A2","ZBD","IPTG",1
"A12",62,"A",12,0.0479575163398693,0.0470588235294118,0.0549019607843137,6.90588235294118,144,0,"A2","ZBD","IPTG",1
"A12",63,"A",12,0.04880174291939,0.0470588235294118,0.0549019607843137,7.02745098039216,144,0,"A2","ZBD","IPTG",1
"A21",0,"A",21,0.0230119825708061,0.0235294117647059,0.0274509803921569,3.31372549019608,144,0,"A3","ZBD","IPTG",2.5
"A21",1,"A",21,0.023202614379085,0.0235294117647059,0.0274509803921569,3.34117647058824,144,0,"A3","ZBD","IPTG",2.5
"A21",2,"A",21,0.0230936819172113,0.0235294117647059,0.0274509803921569,3.32549019607843,144,0,"A3","ZBD","IPTG",2.5
"A21",3,"A",21,0.0231481481481482,0.0235294117647059,0.0274509803921569,3.33333333333334,144,0,"A3","ZBD","IPTG",2.5
"A21",4,"A",21,0.0230936819172113,0.0235294117647059,0.0274509803921569,3.32549019607843,144,0,"A3","ZBD","IPTG",2.5
"A21",5,"A",21,0.0230392156862745,0.0235294117647059,0.0274509803921569,3.31764705882353,144,0,"A3","ZBD","IPTG",2.5
"A21",6,"A",21,0.0227941176470588,0.0235294117647059,0.0274509803921569,3.28235294117647,144,0,"A3","ZBD","IPTG",2.5
"A21",7,"A",21,0.0231481481481482,0.0235294117647059,0.0274509803921569,3.33333333333334,144,0,"A3","ZBD","IPTG",2.5
"A21",8,"A",21,0.0232843137254902,0.0235294117647059,0.0274509803921569,3.35294117647059,144,0,"A3","ZBD","IPTG",2.5
"A21",9,"A",21,0.0228485838779957,0.0235294117647059,0.0274509803921569,3.29019607843137,144,0,"A3","ZBD","IPTG",2.5
"A21",10,"A",21,0.0228485838779957,0.0235294117647059,0.0274509803921569,3.29019607843137,144,0,"A3","ZBD","IPTG",2.5
"A21",11,"A",21,0.0230664488017429,0.0235294117647059,0.0274509803921569,3.32156862745098,144,0,"A3","ZBD","IPTG",2.5
"A21",12,"A",21,0.0231209150326798,0.0235294117647059,0.0274509803921569,3.32941176470588,144,0,"A3","ZBD","IPTG",2.5
"A21",13,"A",21,0.023202614379085,0.0235294117647059,0.0313725490196078,3.34117647058824,144,0,"A3","ZBD","IPTG",2.5
"A21",14,"A",21,0.0230119825708061,0.0235294117647059,0.0274509803921569,3.31372549019608,144,0,"A3","ZBD","IPTG",2.5
"A21",15,"A",21,0.0230392156862745,0.0235294117647059,0.0274509803921569,3.31764705882353,144,0,"A3","ZBD","IPTG",2.5
"A21",16,"A",21,0.0230936819172113,0.0235294117647059,0.0274509803921569,3.32549019607843,144,0,"A3","ZBD","IPTG",2.5
"A21",17,"A",21,0.0229575163398693,0.0235294117647059,0.0274509803921569,3.30588235294118,144,0,"A3","ZBD","IPTG",2.5
"A21",18,"A",21,0.023338779956427,0.0235294117647059,0.0274509803921569,3.36078431372549,144,0,"A3","ZBD","IPTG",2.5
"A21",19,"A",21,0.0230392156862745,0.0235294117647059,0.0274509803921569,3.31764705882353,144,0,"A3","ZBD","IPTG",2.5
"A21",20,"A",21,0.0231209150326798,0.0235294117647059,0.0274509803921569,3.32941176470588,144,0,"A3","ZBD","IPTG",2.5
"A21",21,"A",21,0.0232570806100218,0.0235294117647059,0.0313725490196078,3.34901960784314,144,0,"A3","ZBD","IPTG",2.5
"A21",22,"A",21,0.0232843137254902,0.0235294117647059,0.0313725490196078,3.35294117647059,144,0,"A3","ZBD","IPTG",2.5
"A21",23,"A",21,0.0234204793028323,0.0235294117647059,0.0313725490196078,3.37254901960785,144,0,"A3","ZBD","IPTG",2.5
"A21",24,"A",21,0.0228485838779957,0.0235294117647059,0.0274509803921569,3.29019607843137,144,0,"A3","ZBD","IPTG",2.5
"A21",25,"A",21,0.0233932461873638,0.0235294117647059,0.0274509803921569,3.36862745098039,144,0,"A3","ZBD","IPTG",2.5
"A21",26,"A",21,0.0233932461873638,0.0235294117647059,0.0274509803921569,3.36862745098039,144,0,"A3","ZBD","IPTG",2.5
"A21",27,"A",21,0.0236111111111111,0.0235294117647059,0.0274509803921569,3.4,144,0,"A3","ZBD","IPTG",2.5
"A21",28,"A",21,0.0240468409586057,0.0235294117647059,0.0274509803921569,3.46274509803922,144,0,"A3","ZBD","IPTG",2.5
"A21",29,"A",21,0.0242102396514161,0.0235294117647059,0.0313725490196078,3.48627450980392,144,0,"A3","ZBD","IPTG",2.5
"A21",30,"A",21,0.0245642701525055,0.0235294117647059,0.0313725490196078,3.53725490196079,144,0,"A3","ZBD","IPTG",2.5
"A21",31,"A",21,0.0245370370370371,0.0235294117647059,0.0274509803921569,3.53333333333334,144,0,"A3","ZBD","IPTG",2.5
"A21",32,"A",21,0.0246732026143791,0.0235294117647059,0.0313725490196078,3.55294117647059,144,0,"A3","ZBD","IPTG",2.5
"A21",33,"A",21,0.0252450980392157,0.0235294117647059,0.0313725490196078,3.63529411764706,144,0,"A3","ZBD","IPTG",2.5
"A21",34,"A",21,0.025462962962963,0.0235294117647059,0.0313725490196078,3.66666666666667,144,0,"A3","ZBD","IPTG",2.5
"A21",35,"A",21,0.0261710239651416,0.0274509803921569,0.0313725490196078,3.7686274509804,144,0,"A3","ZBD","IPTG",2.5
"A21",36,"A",21,0.0263071895424837,0.0274509803921569,0.0313725490196078,3.78823529411765,144,0,"A3","ZBD","IPTG",2.5
"A21",37,"A",21,0.0267429193899782,0.0274509803921569,0.0313725490196078,3.85098039215687,144,0,"A3","ZBD","IPTG",2.5
"A21",38,"A",21,0.0276416122004358,0.0274509803921569,0.0313725490196078,3.98039215686275,144,0,"A3","ZBD","IPTG",2.5
"A21",39,"A",21,0.0285675381263617,0.0274509803921569,0.0313725490196078,4.11372549019608,144,0,"A3","ZBD","IPTG",2.5
"A21",40,"A",21,0.0287581699346405,0.0274509803921569,0.0352941176470588,4.14117647058824,144,0,"A3","ZBD","IPTG",2.5
"A21",41,"A",21,0.0296296296296296,0.0313725490196078,0.0352941176470588,4.26666666666667,144,0,"A3","ZBD","IPTG",2.5
"A21",42,"A",21,0.0304466230936819,0.0313725490196078,0.0352941176470588,4.38431372549019,144,0,"A3","ZBD","IPTG",2.5
"A21",43,"A",21,0.0314270152505446,0.0313725490196078,0.0392156862745098,4.52549019607843,144,0,"A3","ZBD","IPTG",2.5
"A21",44,"A",21,0.0317265795206971,0.0313725490196078,0.0392156862745098,4.56862745098039,144,0,"A3","ZBD","IPTG",2.5
"A21",45,"A",21,0.0327886710239651,0.0313725490196078,0.0392156862745098,4.72156862745098,144,0,"A3","ZBD","IPTG",2.5
"A21",46,"A",21,0.0333061002178649,0.0313725490196078,0.0392156862745098,4.79607843137255,144,0,"A3","ZBD","IPTG",2.5
"A21",47,"A",21,0.034776688453159,0.0352941176470588,0.0392156862745098,5.0078431372549,144,0,"A3","ZBD","IPTG",2.5
"A21",48,"A",21,0.0358660130718954,0.0352941176470588,0.0431372549019608,5.16470588235294,144,0,"A3","ZBD","IPTG",2.5
"A21",49,"A",21,0.0371187363834423,0.0392156862745098,0.0431372549019608,5.34509803921568,144,0,"A3","ZBD","IPTG",2.5
"A21",50,"A",21,0.0375816993464052,0.0392156862745098,0.0431372549019608,5.41176470588235,144,0,"A3","ZBD","IPTG",2.5
"A21",51,"A",21,0.03869825708061,0.0392156862745098,0.0431372549019608,5.57254901960784,144,0,"A3","ZBD","IPTG",2.5
"A21",52,"A",21,0.0395697167755991,0.0392156862745098,0.0431372549019608,5.69803921568627,144,0,"A3","ZBD","IPTG",2.5
"A21",53,"A",21,0.0405773420479303,0.0392156862745098,0.0470588235294118,5.84313725490196,144,0,"A3","ZBD","IPTG",2.5
"A21",54,"A",21,0.0421023965141612,0.0431372549019608,0.0470588235294118,6.06274509803922,144,0,"A3","ZBD","IPTG",2.5
"A21",55,"A",21,0.043082788671024,0.0431372549019608,0.0470588235294118,6.20392156862745,144,0,"A3","ZBD","IPTG",2.5
"A21",56,"A",21,0.0443355119825708,0.0431372549019608,0.0509803921568627,6.3843137254902,144,0,"A3","ZBD","IPTG",2.5
"A21",57,"A",21,0.0455065359477124,0.0470588235294118,0.0509803921568627,6.55294117647059,144,0,"A3","ZBD","IPTG",2.5
"A21",58,"A",21,0.0464869281045752,0.0470588235294118,0.0549019607843137,6.69411764705883,144,0,"A3","ZBD","IPTG",2.5
"A21",59,"A",21,0.0479030501089325,0.0470588235294118,0.0549019607843137,6.89803921568627,144,0,"A3","ZBD","IPTG",2.5
"A21",60,"A",21,0.0493736383442266,0.0509803921568627,0.0549019607843137,7.10980392156863,144,0,"A3","ZBD","IPTG",2.5
"A21",61,"A",21,0.0502450980392157,0.0509803921568627,0.0549019607843137,7.23529411764706,144,0,"A3","ZBD","IPTG",2.5
"A21",62,"A",21,0.0516339869281046,0.0509803921568627,0.0588235294117647,7.43529411764706,144,0,"A3","ZBD","IPTG",2.5
"A21",63,"A",21,0.0525871459694989,0.0509803921568627,0.0588235294117647,7.57254901960784,144,0,"A3","ZBD","IPTG",2.5
"A3",0,"A",3,0.0231209150326798,0.0235294117647059,0.0274509803921569,3.32941176470588,144,0,"A1","ZBD","IPTG",0
"A3",1,"A",3,0.0226307189542484,0.0235294117647059,0.0274509803921569,3.25882352941177,144,0,"A1","ZBD","IPTG",0
"A3",2,"A",3,0.0225490196078432,0.0235294117647059,0.0274509803921569,3.24705882352941,144,0,"A1","ZBD","IPTG",0
"A3",3,"A",3,0.0229302832244009,0.0235294117647059,0.0274509803921569,3.30196078431373,144,0,"A1","ZBD","IPTG",0
"A3",4,"A",3,0.0225762527233116,0.0235294117647059,0.0274509803921569,3.25098039215686,144,0,"A1","ZBD","IPTG",0
"A3",5,"A",3,0.0227941176470588,0.0235294117647059,0.0274509803921569,3.28235294117647,144,0,"A1","ZBD","IPTG",0
"A3",6,"A",3,0.0228485838779957,0.0235294117647059,0.0313725490196078,3.29019607843137,144,0,"A1","ZBD","IPTG",0
"A3",7,"A",3,0.02260348583878,0.0235294117647059,0.0274509803921569,3.25490196078432,144,0,"A1","ZBD","IPTG",0
"A3",8,"A",3,0.0227941176470588,0.0235294117647059,0.0274509803921569,3.28235294117647,144,0,"A1","ZBD","IPTG",0
"A3",9,"A",3,0.0228213507625272,0.0235294117647059,0.0274509803921569,3.28627450980392,144,0,"A1","ZBD","IPTG",0
"A3",10,"A",3,0.0225217864923747,0.0235294117647059,0.0274509803921569,3.24313725490196,144,0,"A1","ZBD","IPTG",0
"A3",11,"A",3,0.0225490196078432,0.0235294117647059,0.0274509803921569,3.24705882352941,144,0,"A1","ZBD","IPTG",0
"A3",12,"A",3,0.0228758169934641,0.0235294117647059,0.0274509803921569,3.29411764705883,144,0,"A1","ZBD","IPTG",0
"A3",13,"A",3,0.0224945533769063,0.0235294117647059,0.0274509803921569,3.23921568627451,144,0,"A1","ZBD","IPTG",0
"A3",14,"A",3,0.0228213507625272,0.0235294117647059,0.0274509803921569,3.28627450980392,144,0,"A1","ZBD","IPTG",0
"A3",15,"A",3,0.0230392156862745,0.0235294117647059,0.0313725490196078,3.31764705882353,144,0,"A1","ZBD","IPTG",0
"A3",16,"A",3,0.0225762527233116,0.0235294117647059,0.0274509803921569,3.25098039215686,144,0,"A1","ZBD","IPTG",0
"A3",17,"A",3,0.0227124183006536,0.0235294117647059,0.0274509803921569,3.27058823529412,144,0,"A1","ZBD","IPTG",0
"A3",18,"A",3,0.0225217864923747,0.0235294117647059,0.0274509803921569,3.24313725490196,144,0,"A1","ZBD","IPTG",0
"A3",19,"A",3,0.0225217864923747,0.0235294117647059,0.0274509803921569,3.24313725490196,144,0,"A1","ZBD","IPTG",0
"A3",20,"A",3,0.0227941176470588,0.0235294117647059,0.0274509803921569,3.28235294117647,144,0,"A1","ZBD","IPTG",0
"A3",21,"A",3,0.02260348583878,0.0235294117647059,0.0274509803921569,3.25490196078432,144,0,"A1","ZBD","IPTG",0
"A3",22,"A",3,0.0229575163398693,0.0235294117647059,0.0274509803921569,3.30588235294118,144,0,"A1","ZBD","IPTG",0
"A3",23,"A",3,0.0228485838779957,0.0235294117647059,0.0274509803921569,3.29019607843137,144,0,"A1","ZBD","IPTG",0
"A3",24,"A",3,0.0229030501089325,0.0235294117647059,0.0274509803921569,3.29803921568628,144,0,"A1","ZBD","IPTG",0
"A3",25,"A",3,0.0229302832244009,0.0235294117647059,0.0274509803921569,3.30196078431373,144,0,"A1","ZBD","IPTG",0
"A3",26,"A",3,0.0226307189542484,0.0235294117647059,0.0274509803921569,3.25882352941177,144,0,"A1","ZBD","IPTG",0
"A3",27,"A",3,0.022739651416122,0.0235294117647059,0.0274509803921569,3.27450980392157,144,0,"A1","ZBD","IPTG",0
"A3",28,"A",3,0.0230664488017429,0.0235294117647059,0.0274509803921569,3.32156862745098,144,0,"A1","ZBD","IPTG",0
"A3",29,"A",3,0.0229302832244009,0.0235294117647059,0.0274509803921569,3.30196078431373,144,0,"A1","ZBD","IPTG",0
"A3",30,"A",3,0.0232298474945534,0.0235294117647059,0.0274509803921569,3.34509803921569,144,0,"A1","ZBD","IPTG",0
"A3",31,"A",3,0.0228758169934641,0.0235294117647059,0.0274509803921569,3.29411764705883,144,0,"A1","ZBD","IPTG",0
"A3",32,"A",3,0.0231753812636166,0.0235294117647059,0.0274509803921569,3.33725490196079,144,0,"A1","ZBD","IPTG",0
"A3",33,"A",3,0.0231209150326798,0.0235294117647059,0.0274509803921569,3.32941176470588,144,0,"A1","ZBD","IPTG",0
"A3",34,"A",3,0.0236383442265795,0.0235294117647059,0.0274509803921569,3.40392156862745,144,0,"A1","ZBD","IPTG",0
"A3",35,"A",3,0.0234749455337691,0.0235294117647059,0.0274509803921569,3.38039215686275,144,0,"A1","ZBD","IPTG",0
"A3",36,"A",3,0.0236383442265795,0.0235294117647059,0.0274509803921569,3.40392156862745,144,0,"A1","ZBD","IPTG",0
"A3",37,"A",3,0.0237200435729848,0.0235294117647059,0.0274509803921569,3.41568627450981,144,0,"A1","ZBD","IPTG",0
"A3",38,"A",3,0.0238834422657952,0.0235294117647059,0.0313725490196078,3.43921568627451,144,0,"A1","ZBD","IPTG",0
"A3",39,"A",3,0.0241285403050109,0.0235294117647059,0.0274509803921569,3.47450980392157,144,0,"A1","ZBD","IPTG",0
"A3",40,"A",3,0.0240196078431373,0.0235294117647059,0.0274509803921569,3.45882352941177,144,0,"A1","ZBD","IPTG",0
"A3",41,"A",3,0.0243191721132898,0.0235294117647059,0.0274509803921569,3.50196078431373,144,0,"A1","ZBD","IPTG",0
"A3",42,"A",3,0.0247821350762527,0.0235294117647059,0.0313725490196078,3.5686274509804,144,0,"A1","ZBD","IPTG",0
"A3",43,"A",3,0.0248910675381264,0.0235294117647059,0.0313725490196078,3.5843137254902,144,0,"A1","ZBD","IPTG",0
"A3",44,"A",3,0.0250272331154684,0.0235294117647059,0.0313725490196078,3.60392156862745,144,0,"A1","ZBD","IPTG",0
"A3",45,"A",3,0.0250544662309368,0.0235294117647059,0.0313725490196078,3.60784313725491,144,0,"A1","ZBD","IPTG",0
"A3",46,"A",3,0.0251361655773421,0.0235294117647059,0.0313725490196078,3.61960784313726,144,0,"A1","ZBD","IPTG",0
"A3",47,"A",3,0.0253812636165578,0.0235294117647059,0.0274509803921569,3.65490196078432,144,0,"A1","ZBD","IPTG",0
"A3",48,"A",3,0.0255718954248366,0.0254901960784314,0.0313725490196078,3.68235294117647,144,0,"A1","ZBD","IPTG",0
"A3",49,"A",3,0.0259531590413944,0.0274509803921569,0.0313725490196078,3.73725490196079,144,0,"A1","ZBD","IPTG",0
"A3",50,"A",3,0.0260076252723312,0.0274509803921569,0.0313725490196078,3.74509803921569,144,0,"A1","ZBD","IPTG",0
"A3",51,"A",3,0.0264705882352941,0.0274509803921569,0.0313725490196078,3.81176470588236,144,0,"A1","ZBD","IPTG",0
"A3",52,"A",3,0.0264433551198257,0.0274509803921569,0.0313725490196078,3.80784313725491,144,0,"A1","ZBD","IPTG",0
"A3",53,"A",3,0.0262527233115469,0.0274509803921569,0.0313725490196078,3.78039215686275,144,0,"A1","ZBD","IPTG",0
"A3",54,"A",3,0.0267429193899782,0.0274509803921569,0.0313725490196078,3.85098039215687,144,0,"A1","ZBD","IPTG",0
"A3",55,"A",3,0.0270697167755992,0.0274509803921569,0.0313725490196078,3.89803921568628,144,0,"A1","ZBD","IPTG",0
"A3",56,"A",3,0.0272058823529412,0.0274509803921569,0.0313725490196078,3.91764705882353,144,0,"A1","ZBD","IPTG",0
"A3",57,"A",3,0.0274509803921569,0.0274509803921569,0.0313725490196078,3.95294117647059,144,0,"A1","ZBD","IPTG",0
"A3",58,"A",3,0.0276143790849673,0.0274509803921569,0.0313725490196078,3.9764705882353,144,0,"A1","ZBD","IPTG",0
"A3",59,"A",3,0.028458605664488,0.0274509803921569,0.0313725490196078,4.09803921568628,144,0,"A1","ZBD","IPTG",0
"A3",60,"A",3,0.0282679738562092,0.0274509803921569,0.0352941176470588,4.07058823529412,144,0,"A1","ZBD","IPTG",0
"A3",61,"A",3,0.028322440087146,0.0274509803921569,0.0352941176470588,4.07843137254902,144,0,"A1","ZBD","IPTG",0
"A3",62,"A",3,0.0290032679738562,0.0274509803921569,0.0352941176470588,4.17647058823529,144,0,"A1","ZBD","IPTG",0
"A3",63,"A",3,0.0291666666666667,0.0274509803921569,0.0352941176470588,4.2,144,0,"A1","ZBD","IPTG",0
"C1",0,"C",1,0.0224128540305011,0.0235294117647059,0.0274509803921569,3.22745098039216,144,0,"A1","ZBD","IPTG",0
"C1",1,"C",1,0.0222222222222222,0.0235294117647059,0.0274509803921569,3.2,144,0,"A1","ZBD","IPTG",0
"C1",2,"C",1,0.022140522875817,0.0235294117647059,0.0274509803921569,3.18823529411765,144,0,"A1","ZBD","IPTG",0
"C1",3,"C",1,0.0219498910675381,0.0235294117647059,0.0274509803921569,3.16078431372549,144,0,"A1","ZBD","IPTG",0
"C1",4,"C",1,0.0217047930283224,0.0235294117647059,0.0274509803921569,3.12549019607843,144,0,"A1","ZBD","IPTG",0
"C1",5,"C",1,0.0220588235294118,0.0235294117647059,0.0274509803921569,3.1764705882353,144,0,"A1","ZBD","IPTG",0
"C1",6,"C",1,0.0220315904139434,0.0235294117647059,0.0274509803921569,3.17254901960784,144,0,"A1","ZBD","IPTG",0
"C1",7,"C",1,0.0223311546840959,0.0235294117647059,0.0274509803921569,3.21568627450981,144,0,"A1","ZBD","IPTG",0
"C1",8,"C",1,0.0221132897603486,0.0235294117647059,0.0274509803921569,3.1843137254902,144,0,"A1","ZBD","IPTG",0
"C1",9,"C",1,0.0223583877995643,0.0235294117647059,0.0274509803921569,3.21960784313726,144,0,"A1","ZBD","IPTG",0
"C1",10,"C",1,0.0218137254901961,0.0235294117647059,0.0274509803921569,3.14117647058824,144,0,"A1","ZBD","IPTG",0
"C1",11,"C",1,0.0221677559912854,0.0235294117647059,0.0274509803921569,3.1921568627451,144,0,"A1","ZBD","IPTG",0
"C1",12,"C",1,0.0223311546840959,0.0235294117647059,0.0274509803921569,3.21568627450981,144,0,"A1","ZBD","IPTG",0
"C1",13,"C",1,0.022004357298475,0.0235294117647059,0.0274509803921569,3.16862745098039,144,0,"A1","ZBD","IPTG",0
"C1",14,"C",1,0.0224128540305011,0.0235294117647059,0.0274509803921569,3.22745098039216,144,0,"A1","ZBD","IPTG",0
"C1",15,"C",1,0.0219226579520697,0.0235294117647059,0.0274509803921569,3.15686274509804,144,0,"A1","ZBD","IPTG",0
