"well","time_point","row","plate_column","mean_pixel_value","med_pixel_value","max_pixel_value","total_pixel_value","num_pixels","num_saturated","inducer","concentration_uM"
"E17",4,"E",17,0.0822167755991285,0.0823529411764706,0.0901960784313725,11.8392156862745,144,0,"",NA
"E17",5,"E",17,0.0822167755991285,0.0823529411764706,0.0901960784313725,11.8392156862745,144,0,"",NA
"E17",6,"E",17,0.0827069716775599,0.0823529411764706,0.0901960784313725,11.9098039215686,144,0,"",NA
"E17",7,"E",17,0.0824618736383442,0.0823529411764706,0.0901960784313725,11.8745098039216,144,0,"",NA
"E17",8,"E",17,0.0826797385620915,0.0823529411764706,0.0901960784313725,11.9058823529412,144,0,"",NA
"E17",9,"E",17,0.082516339869281,0.0823529411764706,0.0901960784313725,11.8823529411765,144,0,"",NA
"E17",10,"E",17,0.0832516339869281,0.0823529411764706,0.0941176470588235,11.9882352941176,144,0,"",NA
"E17",11,"E",17,0.0832516339869281,0.0823529411764706,0.0901960784313725,11.9882352941176,144,0,"",NA
"E17",12,"E",17,0.0838779956427015,0.0823529411764706,0.0901960784313725,12.078431372549,144,0,"",NA
"E17",13,"E",17,0.084776688453159,0.0862745098039216,0.0901960784313725,12.2078431372549,144,0,"",NA
"E17",14,"E",17,0.0849128540305011,0.0862745098039216,0.0941176470588235,12.2274509803922,144,0,"",NA
"E17",15,"E",17,0.0860566448801743,0.0862745098039216,0.0941176470588235,12.3921568627451,144,0,"",NA
"E17",16,"E",17,0.0869281045751634,0.0862745098039216,0.0941176470588235,12.5176470588235,144,0,"",NA
"E17",17,"E",17,0.0877178649237473,0.0862745098039216,0.0941176470588235,12.6313725490196,144,0,"",NA
"E17",18,"E",17,0.0893790849673203,0.0901960784313725,0.0980392156862745,12.8705882352941,144,0,"",NA
"E17",19,"E",17,0.0904139433551198,0.0901960784313725,0.0980392156862745,13.0196078431373,144,0,"",NA
"E17",20,"E",17,0.0919662309368192,0.0901960784313725,0.101960784313725,13.243137254902,144,0,"",NA
"E17",21,"E",17,0.0940631808278867,0.0941176470588235,0.101960784313725,13.5450980392157,144,0,"",NA
"E17",22,"E",17,0.0956154684095861,0.0941176470588235,0.105882352941176,13.7686274509804,144,0,"",NA
